ProteinA	ProteinB	DM1	DM2	DM3
Q12983	O60238	0.4473051149462358	0.29199022703242183	0.04843197131414709
Q12983	Q12983	0.3969072164948453	0.6288659793814433	0.616114163747019
Q13011	O75521	0.5561625084639982	0.38880656254563356	0.30190673597138107
Q13064	Q13064	0.01972386587771203	0.4240631163708087	0.40295138731620306
Q13084	Q9BYD2	0.0	0.0	0.0
Q13098	Q99627	0.45364284332741844	0.4782463400533749	0.8487263680067505
Q13131	O43741	0.6300071417831259	0.6017957912122724	0.5083429428599906
Q13131	Q9Y478	0.3241086563930073	0.18672356651513386	0.13449324322633974
Q13137	P60520	0.09669836323918599	0.0	0.09669836323918599
Q13137	Q13137	0.0	0.0	0.0
Q13137	Q9H0R8	0.07856742013183861	0.07856742013183861	0.07856742013183861
Q13153	Q9Y2X7	0.14920601804853756	0.14920601804853756	0.14271879987251418
Q13158	P25445	0.634699833368573	0.5973974560258045	0.48733823647702035
Q13158	Q15628	0.3986295660142674	0.29908543547842453	0.5869991272798881
Q13158	Q9Y572	0.1515228816828316	0.2655433287316256	0.0
Q13164	Q13164	0.1715686274509804	0.12131733990945667	0.12131733990945667
Q13185	Q9UBC3	0.49927596141706365	0.21824059194026746	0.3662742740258459
Q13190	P54920	0.6309607785372182	0.695779445868602	0.7074195259195529
Q13217	P19525	0.13357126760957047	0.12961485462766117	0.4423407912981237
Q13217	P11142	0.03367175148507369	0.03367175148507369	0.09259731658395265
Q13232	P22392	0.09494274345511323	0.9250318794751553	0.9250318794751553
Q13233	P45983	0.26002254159501403	0.25711467110049663	0.258236517228692
Q13233	O15169	0.41201129247708224	0.41201129247708224	0.41201129247708224
Q13233	P45985	0.22226128240717966	0.2168502348518554	0.1260265855043126
Q13233	P61586	0.8565969489850698	0.7670102761939994	0.6815762804524456
Q13233	P45984	0.26176964514353773	0.25890448950516975	0.1767193114605814
Q13233	O14733	0.2106519739679569	0.2052167094404882	0.22190699372973274
Q13241	P26715	0.4459584659673222	0.5150615897658255	0.992273450285812
Q13241	P26717	0.44778661359170724	0.5130215173120971	0.9922548067291173
Q13257	Q9Y6D9	0.7591373080693926	0.6806539970755411	0.7425724153305393
Q13257	Q13257	0.2439024390243902	0.07804878048780488	0.9609756097560974
Q13277	P63027	0.5502739918425607	0.5543710616356153	0.6956126820291294
Q13309	Q13616	0.35355339059327373	0.0	0.3781563327221871
Q13309	Q93034	0.38165635240966217	0.1758701481412695	0.13960826192657474
Q13315	P00519	0.032393635263781625	0.48937527559212957	0.297790061317764
Q13393	P61586	0.5538140194716957	0.26400127412820323	0.394349183168522
Q13404	Q9UNE7	0.5353083095916652	0.9882485196320829	0.9882485196320829
Q13415	O43913	0.43636335558188166	0.1987454599850691	0.4352689826119282
Q13416	Q9UBD5	0.4399503196637271	0.6649143484508663	0.5674011086470909
Q13416	O43913	0.7537917181352559	0.1734123890345298	0.42478036510406675
Q13418	P04049	0.15046693798725244	0.10390519134793848	0.12661950594712204
Q13426	Q13426	0.125	0.5089285714285713	0.35416666666666663
Q13439	P40616	0.5397404753396017	0.7283853757790949	0.5818539016298159
Q13469	Q13469	0.3091891891891892	0.30486486486486486	0.21939421210869095
Q13480	P08581	0.023909365982566714	0.04985357162322421	0.024418075897089407
Q13485	P12755	0.6071895186275789	0.6431955520559598	0.6020655564450677
Q13485	P12757	0.6033465469906955	0.6033465469906955	0.6020655564450677
Q13489	P62837	0.3368695295575732	0.6135770827810026	0.3287925905205042
Q13489	P51668	0.672028704345198	0.3368695295575732	0.3287925905205042
Q13489	P61077	0.6135770827810026	0.3368695295575732	0.3287925905205042
Q13489	Q13404	0.23809116569051775	0.4929904002563247	0.49168341909314495
Q13490	P61077	0.15283714227880404	0.6411952491595164	0.6320482983309051
Q13490	P51668	0.1532178429152695	0.06427997704623167	0.6418985506462619
Q13490	P62837	0.15283714227880404	0.6411952491595164	0.6320482983309051
Q13490	Q16763	0.17391623097144857	0.1807813453519005	0.43201849632303757
Q13535	P00519	0.03717391928325647	0.4725634199533394	0.03717391928325647
Q13546	Q13158	0.7600187116899104	0.5496775068142132	0.5697753788414393
Q13546	P19438	0.5883160320094751	0.5835454997918679	0.5863452334898401
Q13546	Q13490	0.5426563662922883	0.5459702879036087	0.6220216924556385
Q13546	Q13489	0.5445057833119357	0.5578476155803186	0.41411681497568065
Q13546	O43318	0.18555525825150596	0.156789596985902	0.19480833910952602
Q13546	O14920	0.18311956811970953	0.1579569133179109	0.2004447708818242
Q13547	Q13547	0.0	0.0	0.0
Q13547	Q92769	0.0	0.0	0.0
Q13547	Q8N344	0.0	0.0	0.0
Q13555	P55042	0.5476422375743956	0.5564640869955134	0.35349585497143515
Q13561	P42025	0.03113377090495772	1.0000862237745427	1.0000862237745427
Q13561	P61163	0.48316024450153117	0.5493412306466885	0.7681287235567655
Q13561	Q9NZ32	0.517915178290463	0.5696910715536383	0.508059302138977
Q13562	P15923	0.16381813297268255	0.1678680574937204	0.4008065844415867
Q13569	P63165	0.41550327420133265	0.3561082808575887	0.42714123375389684
Q13595	O75494	0.0	0.026988808442234637	0.0
Q13616	Q86VP6	0.5336858232368709	0.6178689948454646	0.5612757461197251
Q13616	Q9UKA1	0.1066127492252913	0.3034362862565983	0.12939325119650738
Q13616	Q92990	0.3557291243018249	0.3551211029268668	0.4265981263203717
Q13616	O75155	0.49580183129509436	0.5176404088925795	0.5171718136671141
Q13616	Q969U6	0.019135621655821517	0.019135621655821517	0.0
Q13616	Q9UF56	0.18066829965529835	0.3986234225720156	0.12608894101044
Q13616	Q9NXK8	0.019135621655821517	0.019135621655821517	0.019135621655821517
Q13617	Q86VP6	0.7283554544711649	0.5998953317300241	0.6591195966561458
Q13617	Q15370	0.11853191548207363	0.04157821989008988	0.4816071067546399
Q13617	Q15369	0.39863737999778515	0.1803359576180457	0.1081481398529223
Q13617	P51668	0.6418218977932088	0.6406672178535833	0.6413169811317782
Q13618	Q86VP6	0.6027713318890766	0.7155426401644639	0.604860368188944
Q13618	Q9P2K6	0.44194173824159216	0.44194173824159216	0.44194173824159216
Q13618	Q15369	0.4824530642470714	0.15467960838455727	0.015652103229389723
Q13618	Q8NDN9	0.7162703033026183	0.7140684670755347	0.7187026785289082
Q13619	Q86VP6	0.535981157651943	0.5001486988880457	0.5290303686838307
Q13619	Q15843	0.44794837873438437	0.22604494422465987	0.26031374119751527
Q13619	Q96GG9	0.3626267323554603	0.5142360523656765	0.46401720886546416
Q13620	Q86VP6	0.7121295774880787	0.7463784169919401	0.7421605584170038
Q13620	Q96GG9	0.32724006115707804	0.6296305502831508	0.46350543509031045
Q13627	Q05193	0.16310719985430192	0.16310719985430192	0.1056489817238092
Q13761	Q13951	0.29023624767480183	0.2872039052796082	0.07770404188863159
Q13765	P20290	0.0	0.0	0.282842712474619
Q13794	Q07820	0.43052416842820224	0.9584171616109209	0.9584171616109209
Q13794	Q07817	0.27344508701663045	0.9206950006917338	0.9206950006917338
Q13794	P10415	0.4988463460315741	0.5152321752135984	0.321219229537825
Q13829	Q9H3F6	0.03840516063952494	0.12651111740078805	0.0
Q13838	Q86W42	0.19495000042059019	0.33207584817405617	0.1883415258300617
Q13867	Q13867	0.7146406556831361	0.7146406556831361	0.01098901098901099
Q13873	P12644	0.4644721013676341	0.3743506488634663	0.41594516540385146
Q13889	Q13888	0.11603200678663596	0.802595905399485	0.802595905399485
Q13889	Q92759	0.022073677548020712	0.2883259879713716	0.1541514615996957
Q13889	Q6P1K8	0.40406101782088427	0.40406101782088427	0.40406101782088427
Q13951	Q01196	0.11655606283294738	0.2504310574735185	0.10490045654965265
Q13952	Q01658	0.0	0.0	0.0
Q13952	P23511	0.33215678770434365	0.35864781985254285	0.33215678770434365
Q13952	P25208	0.2254543360304934	0.25278213433721985	0.23911823518385664
Q14004	Q9NYV4	0.37740421456186757	0.06219920760437223	0.4331691455609688
Q14011	P38159	0.18499886717089906	0.15211017967385032	0.02466651562278654
Q14134	Q14134	0.3996598639455782	0.05782312925170068	0.013605442176870748
Q14134	P36406	0.0	0.0	0.285007325070088
Q14141	Q9UH03	0.5016902860932487	0.6339510064297461	0.6308595166011598
Q14152	Q9Y262	0.11534365934248647	0.12411980733593653	0.11534365934248647
Q14152	O15372	0.0	0.0	0.0
Q14152	Q9UBQ5	0.4573488814096477	0.19461654528070116	0.515733844993858
Q14152	Q7L2H7	0.591776530779116	0.20230060317369136	0.5861045512508816
Q14186	Q01094	0.16828170536247355	0.0	0.216824504986264
Q14186	Q16254	0.0	0.0	0.0
Q14186	Q15329	0.14101262399384906	0.13692530155924473	0.14305628521115124
Q14188	Q16254	0.0	0.0	0.0
Q14194	Q16555	0.4690595604405132	0.004944802665640192	0.0
Q14194	Q14194	0.11188811188811187	0.7937062937062936	0.7937062937062936
Q14344	P25116	0.2649663271014191	0.6298587500757574	0.5880372343581929
Q14344	P21731	0.3610548626493916	0.6279586581832921	0.3442764794698351
Q14457	Q14457	0.4755555555555555	0.5090999077287116	0.5090999077287116
Q14457	Q07820	0.28082240738551456	0.4909341366523744	0.5576042045928203
Q14511	Q14511	0.025179856115107913	0.0	0.0
Q14511	P00519	0.01780484700829436	0.01780484700829436	0.06195006313050284
Q14527	P61088	0.5248988891067632	0.48573716960706415	0.410982510972875
Q14527	Q15819	0.36584155521730816	0.22500665858982272	0.4731800559256917
Q14573	Q9UBN4	0.008689071080159313	0.7487260240280279	0.5141150763999532
Q14582	P61244	0.155915674179943	0.08119886482524948	0.0
Q14643	Q9UBN4	0.34752011519448534	0.44269545770621976	0.20737174275789405
Q14653	Q92793	0.3477574333704332	0.3411334822586154	0.3524990636870229
Q14653	Q09472	0.35126316694040366	0.35346625398975573	0.3477574333704332
Q14781	O00257	0.0	0.0	0.0
Q14919	Q9NRF9	0.0	0.0	0.0
Q14919	Q01658	0.0	0.0	0.0
Q14974	P62826	0.45176266575807195	0.45176266575807195	0.45176266575807195
Q14BN4	Q13043	0.15971611074028794	0.17568772181431672	0.0
Q14BN4	Q13188	0.0	0.15841496116195564	0.1742564572781512
Q14CW9	Q9UPT9	0.45521766807022224	0.4714045207910316	0.42426406871192845
Q15019	Q14141	0.0	0.5014386038331196	0.6445070717500806
Q15022	Q9BQA1	0.6114225076836317	0.7120904699111241	0.6200340922988941
Q15054	P49005	0.45417813914538285	0.45131631214448437	0.45969330813253884
Q15075	Q15075	0.6739707016049064	0.6739707016049064	0.7069526224835551
Q15102	Q15102	0.2943722943722944	0.13162593762346989	0.18614718614718614
Q15121	Q13158	0.025657046277166026	0.5516264949590695	0.5516264949590695
Q15121	P27361	0.42950269010150355	0.4137799071505575	0.44728849096379436
Q15121	P28482	0.4226173797078045	0.3590675754021305	0.2756907544752789
Q15185	Q15185	0.0	0.0	0.0
Q15257	P67775	0.6518023401998901	0.6908058555675198	0.4242667740073626
Q15287	Q8WXA9	0.261977266472393	0.0	0.282842712474619
Q15287	P62995	0.2444310642237433	0.38163285788821905	0.22588133287903597
Q15303	P78352	0.11207900714871287	0.057638367181703336	0.06592236654447964
Q15303	P42229	0.3757076792997955	0.536748554740558	0.06471748110671548
Q15303	P29353	0.08167707873903843	0.06480547907581341	0.6150774090627882
Q15311	P11233	0.4427998775391487	0.2986324755496584	0.09611160132632683
Q15369	Q15370	0.03595458209423123	0.10997271968275357	0.663805446861746
Q15369	Q96DX5	0.6226273425029104	0.8801098971846919	0.8801098971846919
Q15369	Q96BD6	0.6155212346508626	0.8801098971846919	0.8801098971846919
Q15369	Q99619	0.6117395589302906	0.8801098971846919	0.8801098971846919
Q15369	Q96Q27	0.6652284686689706	0.8772090733557522	0.8772090733557522
Q15369	Q12829	0.4384495710513203	0.46989460871621447	0.4925663611691572
Q15369	Q9Y576	0.5614638919272287	0.6339385664394954	0.8801098971846919
Q15369	Q9Y6I7	0.45528218587223834	0.4204936117241642	0.6538313536592305
Q15382	P49815	0.6457199957119438	0.4952785472108207	0.5683310562085001
Q15382	P42345	0.45454863861081357	0.4670931500027959	0.3258997130363326
Q15382	P04049	0.5418590008005608	0.01921485818441705	0.4765284829735429
Q15544	Q15543	0.6949505950975831	0.7780781310517737	0.7598677786662218
Q15596	P03372	0.31849515522352057	0.1544939185785734	0.08437744783906702
Q15596	P11473	0.22852631335771326	0.5034202844981509	0.21031044780021435
Q15596	Q09472	0.04950333306566964	0.3561896627683686	0.0
Q15628	Q13546	0.5840830764750159	0.5895847203316208	0.582148152075522
Q15628	Q15628	0.3366757961540691	0.3366757961540691	0.339985400158362
Q15631	Q99598	0.5517727768311416	0.13760797895702992	0.9329668394731611
Q15669	P52565	0.729246871325004	0.5186074294660294	0.33319167699889674
Q15672	P15923	0.3141362931965103	0.2124163018785829	0.41854362366273784
Q15722	Q15722	0.4573863636363636	0.332774637246012	0.4094557243292007
Q15744	P53567	0.44853789879588263	0.39518637606168633	0.0
Q15744	P49715	0.25479546025995703	0.5153168129119728	0.4776587922736164
Q15750	Q16539	0.27891434146802707	0.1649915822768611	0.28873526898450685
Q15759	Q16539	0.3950248457847971	0.38409626684427167	0.31942795933585183
Q15759	Q16644	0.36004306176314693	0.30906974747478716	0.29668216134905495
Q15788	P10826	0.4211559070363832	0.3636549160387958	0.21290907477485055
Q15788	Q92731	0.3428800806885711	0.18811708707038338	0.3428800806885711
Q15788	Q09472	0.05008917132680183	0.06327053220227599	0.06327053220227599
Q15796	P12755	0.6488138604144017	0.6500372974689019	0.4360743264935735
Q15797	P12755	0.39652623602122233	0.4009742295361179	0.41149244922745026
Q15819	P61088	0.44864706116663705	0.3686915372764294	0.22909642903630725
Q15831	Q9Y376	0.18779972248603452	0.6690302116066772	0.1763684350303629
Q15831	Q9C0K7	0.34915359911832244	0.3370835346975978	0.4288681315541364
Q15831	Q9H9S4	0.19107732545624861	0.19656297939677397	0.6228602002923811
Q15843	P15374	0.2290063428874983	0.41586638510739315	0.17110684812683905
Q15843	Q13616	0.05816861128241199	0.22116013429744322	0.37997115764595535
Q15843	Q13617	0.0618204321867444	0.11594375390904015	0.2594901175189986
Q15843	Q13618	0.2939553503669671	0.24722116644468908	0.03255320857108676
Q15843	Q15370	0.04448149086768832	0.18760232649486125	0.0261891400439462
Q15843	Q15369	0.0261891400439462	0.19120563680508307	0.11047770176308733
Q15843	Q13620	0.18541235933685	0.3726751773823631	0.5806817607940397
Q15843	Q9UKB1	0.0261891400439462	0.04928251935504405	0.0261891400439462
Q15853	Q15853	0.0	0.0	0.29837453772611544
Q15853	P22415	0.29633087650881323	0.3068966561747339	0.07521645095540949
Q15910	Q15022	0.7911688351670946	0.7711534108923903	0.7986045479363166
Q16206	Q8TC92	0.0	0.0	0.0
Q16222	Q16222	0.7509578544061303	0.7088122605363983	0.08620689655172414
Q16236	O15525	0.5798033792094496	0.07402515218802265	0.07229805099706933
Q16539	Q16539	0.4083333333333333	0.3220785120141276	0.3220785120141276
Q16539	P28482	0.39872965716908093	0.37923025514817915	0.318682666574931
Q16539	P27361	0.38597168304467544	0.31811756237923056	0.3048229058088352
Q16539	Q9HBH9	0.36030868181724446	0.27675313969341014	0.3019100317486346
Q16539	P46734	0.36168585121325514	0.3143557830710247	0.28100676702884775
Q16539	P52564	0.3744346775773951	0.31630013903738313	0.3659682152602036
Q16543	P07900	0.4190262407031392	0.32736425054932755	0.0130945700219731
Q16543	Q16543	0.23299955731027286	0.2777777777777778	0.20203050891044214
Q16548	Q92934	0.20453032308492664	0.1515228816828316	0.539690429447464
Q16594	Q9Y6J9	0.0	0.0	0.0
Q16594	P49848	0.0	0.0	0.0
Q16602	O60894	0.5351078344114414	0.20073318644638166	0.7305072920033306
Q16611	Q07812	0.43362254863220373	0.2570276080918272	0.2320194125768359
Q16621	Q16621	0.710455764075067	0.037533512064343154	0.10187667560321716
Q16623	P63027	0.8281949358080941	0.5388980381531682	0.6935834932614448
Q16623	O14810	0.6404403620821997	0.6939723133080772	0.5878051762012796
Q16623	P54920	0.5601212065112277	0.9776797423107427	0.9776797423107427
Q16633	P14859	0.2683551240217157	0.09943689110435824	0.2615696112612882
Q16637	O14893	0.5734395418553426	0.6138070113287054	0.5147862406359155
Q16644	Q16539	0.3635813385626363	0.30832758515888964	0.2819210903208508
Q16659	Q8IW41	0.2564851464969701	0.17068434540097954	0.2252588935643735
Q16665	Q9GZT9	0.49603820842609603	0.6847231267708063	0.6787113408440186
Q16665	Q9H6Z9	0.25702136527609803	0.5345411847940997	0.5903723835495771
Q16667	P24941	0.5747023718259475	0.3155879258315799	0.6645340894666347
Q16695	Q9NVP2	0.006267900173894352	0.8789650901235241	0.8789650901235241
Q16695	Q9Y294	0.006248798423520569	0.875691425065857	0.875691425065857
Q16763	Q9UJX6	0.15105503550607055	0.1902246470829493	0.1969920351480771
Q16777	Q96A08	0.015626430591515247	0.7678595643207333	0.7678595643207333
Q16777	P68431	0.012133340718996808	0.8558598671767617	0.8558598671767617
Q16851	Q16851	0.8385826771653543	0.0	0.10826771653543306
Q16873	Q16873	0.05333333333333334	0.8666666666666667	0.8666666666666667
Q30201	P02786	0.6649135992874027	0.019538476848575653	0.6568649835759244
Q3B726	Q9H9Y6	0.3002867564157849	0.3002940436907982	0.27910470305865487
Q53EZ4	Q53EZ4	0.0	0.1709053083010287	0.17031317327698572
Q53GL0	Q53GL0	0.17359413202933985	0.12274958793213904	0.0
Q53HL2	Q9NQS7	0.0	0.0	0.0
Q5S007	P46734	0.2329942902154723	0.12928417140678733	0.22695441773739294
Q5S007	P52564	0.25233115558258473	0.1340170995737326	0.24185582455989724
Q5S007	O14733	0.19730145800608484	0.19066531313358406	0.10899686570486408
Q5VZM2	Q9NQL2	0.4966641879949739	0.5310775984700082	0.611898266909984
Q5VZM2	Q9HB90	0.6075869957810068	0.6007719351979458	0.4445896225610623
Q5XUX0	Q13616	0.3781563327221871	0.12939325119650738	0.08527261739726454
Q68E01	Q9BQ15	0.3084694011887623	0.3105032653724245	0.3084694011887623
Q6P1M3	Q6P1M3	0.16083213062282256	0.16083213062282256	0.38627450980392153
Q6P3S6	Q13616	0.3781563327221871	0.12939325119650738	0.3635768114606088
Q6PH85	Q13616	0.3503750676341787	0.5405559109430317	0.37492303657405435
Q6PH85	Q13617	0.2736733421473061	0.7663066292241024	0.6964131231572854
Q6PH85	Q13618	0.5607665928068074	0.36738152941521823	0.3011321186814163
Q6PH85	Q13619	0.3743984844960597	0.5634005088038608	0.31515996388449097
Q6PH85	Q13620	0.3462642425248547	0.273699923371228	0.631805019289785
Q6PH85	Q93034	0.38857081728198567	0.5455405566757632	0.3815393256690763
Q6XZF7	Q9NQY0	0.5471038886606464	0.6685086974788567	0.5466936242200373
Q6ZN17	Q9BYG3	0.012066668620930844	0.012066668620930844	0.012066668620930844
Q6ZNA4	Q6ZNA4	0.25855913680417275	0.25855913680417275	0.2615694164989939
Q7KZI7	Q9NQT8	0.09422108124947651	0.16241919720147854	0.11216795386842442
Q7L2H7	Q9UBQ5	0.515366647420804	0.4573488814096477	0.4863698487100664
Q7L2H7	Q9Y262	0.509609439229582	0.48022760005717396	0.4617705601479037
Q7L3B6	P08238	0.3839778663416563	0.3525042707398812	0.32522715455167617
Q7L523	Q9HB90	0.40739593247291644	0.626613108013062	0.6185796918828217
Q7L523	Q9NQL2	0.5130435021057423	0.5613242254128878	0.4656263314655356
Q7L5N1	Q15843	0.20078340700358754	0.25650437527530096	0.18566090268542973
Q7L5N1	Q15370	0.08145332095948257	0.5194767707322228	0.5194767707322228
Q7L804	P62491	0.1855257928559843	0.6671350113440376	0.5446980115371562
Q7Z3B3	Q9H7Z6	0.7268660461940887	0.7676584402603118	0.7667681628152139
Q7Z4G1	Q8N668	0.4553181315584929	1.0006812658919813	1.0006812658919813
Q7Z589	P83916	0.49306364742197095	0.49306364742197095	0.23315412785069944
Q7Z7C8	Q12962	0.44437444505760093	0.44437444505760093	0.36004060876929705
Q86SE5	Q86SE5	0.0	0.0	0.0
Q86TM6	Q86TM6	0.0	0.0	0.0
Q86TM6	P62837	0.15873825700106167	0.2693740118805895	0.06734350297014738
Q86TM6	P61077	0.15873825700106167	0.2693740118805895	0.06734350297014738
Q86VP6	Q93034	0.6710948346523345	0.5775761919705386	0.5001486988880457
Q86VX2	Q8N668	0.635697127530193	0.9972670584515343	0.9972670584515343
Q86X83	Q8N668	0.6119271042936848	0.9772266255691495	0.9772266255691495
Q86XK2	Q13616	0.17274450981652928	0.170850608857329	0.1644196597737334
Q86YS3	P62491	0.49857090147114663	0.5504324811398739	0.5268223456923856
Q8IUF8	Q8IUF8	0.10967741935483871	0.7849462365591398	0.7849462365591398
Q8IUQ4	Q8IUQ4	0.03546099290780142	0.2907801418439716	0.9893617021276596
Q8IUZ5	Q8IUZ5	0.06	0.9644444444444443	0.9644444444444443
Q8IWE4	Q13616	0.596936385185748	0.4788038129215607	0.4124420233195553
Q8IWE4	Q13617	0.6089504672774088	0.4853880275863255	0.42349523657499094
Q8IWE4	Q13618	0.6280497798058873	0.4901509821806199	0.40908326852430993
Q8IXK0	Q8IXK0	0.5582750582750582	0.5682681782435532	0.5682681782435532
Q8IXK0	Q9UHJ3	0.4105268142542083	0.40871787024296263	0.42613666261168787
Q8IXK0	Q96GD3	0.5184728299498857	0.5139396891735257	0.5280038596022372
Q8IY18	Q96SB8	0.14129173079621205	0.14129173079621205	0.25276961014001237
Q8IY92	Q9BQ83	0.10371413529944452	0.10409968970576217	0.18352389740719552
Q8IYB3	P49756	0.19124596217145057	0.19124596217145057	0.19124596217145057
Q8IYU2	P68036	0.5615328183429596	0.5451008941153914	0.6694429229020666
Q8IZD4	Q9NPI6	0.0	0.0	0.0
Q8N122	P35568	0.0	0.3808312926390469	0.05031846008443596
Q8N122	Q8N122	0.2971437484986166	0.05272258982701954	0.05272258982701954
Q8N143	P41182	0.0	0.0	0.0
Q8N1L9	P17275	0.40352865506934577	0.2521410062387385	0.16229448026732868
Q8N2Z9	A8MT69	0.13624106782199885	0.8599426038943238	0.8599426038943238
Q8N302	Q8N302	0.6778711484593837	0.6757706709625881	0.6764720380890449
Q8N3Y1	P63208	0.3738709734785911	0.1605089012509341	0.4902028605771771
Q8N5I3	Q8N5I3	0.0	0.0	0.0
Q8NBT2	Q9HBM1	0.41437980160002685	0.38065077291128047	0.36311282832823
Q8NBT2	Q9BZD4	0.22254122047495403	0.2261305949987436	0.22254122047495403
Q8NCD3	P49450	0.5101270349988664	0.5505331367809548	0.4848732213850611
Q8NEU8	Q9UL26	0.3482686259953579	0.5006455980908685	0.23766259887121005
Q8NEZ2	Q99816	0.6254626131455181	0.5478793899593242	0.7027736021900157
Q8NFD5	O14497	0.3987920837468007	0.3100748335881491	0.39484545789705716
Q8NFH3	Q9BW27	0.44194173824159216	0.0	0.40744872452517517
Q8NFH3	Q8NFH4	0.0	0.0	0.0
Q8NFZ0	Q13616	0.1619449316083503	0.3898856437392442	0.19345897437076606
Q8NHM5	P63208	0.6656123653026891	0.5683728372533584	0.7071642010084483
Q8NHQ8	Q96NE9	0.0	0.0	0.0
Q8NHY2	P62837	0.003869257352593967	0.2989376759887504	0.2872092757120706
Q8NHY2	P51668	0.003869257352593967	0.2989376759887504	0.2872092757120706
Q8TBB1	P62837	0.009713005236078948	0.2741842620927429	0.15873825700106167
Q8TBM8	P11142	0.0391800591158773	0.0	0.08235384485727737
Q8TBN0	Q8TBN0	0.14136125654450263	0.13089005235602094	0.09662842316906675
Q8TBN0	Q96QF0	0.128183268171624	0.12365251850445559	0.09398468744968877
Q8TDB6	P51668	0.4736081953697757	0.4707452675741685	0.2693740118805895
Q8TDB6	P62837	0.4736081953697757	0.4707452675741685	0.2693740118805895
Q8TDB6	P61077	0.4736081953697757	0.4707452675741685	0.2693740118805895
Q8TF42	P22681	0.6735465255673184	0.6704246413236692	0.6719855834454938
Q8WUI4	Q8WUI4	0.5031512605042016	0.4432829114704547	0.4432829114704547
Q8WVB6	P40938	0.2760428392233792	0.32150778930843793	0.24629562041329184
Q8WVC0	Q8N7H5	0.31580605327666816	0.2726291396878618	0.39486147964691265
Q8WVF5	Q8WVF5	0.0	0.13513513513513514	0.4903474903474903
Q8WWW0	Q13043	0.211544349086378	0.2228037280944119	0.27868067462432755
Q8WWW0	Q13188	0.21056370893465798	0.22167687872125058	0.27793701138749105
Q8WWY3	O94906	0.4144331149072378	0.4243371328144017	0.41855822943702964
Q8WXA9	P84103	0.030181387001864835	0.0	0.0
Q8WXA9	Q01130	0.0	0.0	0.0
Q8WXA9	Q9BRL6	0.0	0.0	0.0
Q8WXA9	Q8WXA9	0.0	0.0	0.0
Q8WXA9	O75494	0.0	0.0	0.0
Q8WXF8	Q8WXF8	0.0	0.0	0.0
Q8WY64	P51668	0.07294716336836155	0.8104466803060915	0.3359024285834016
Q8WYJ6	Q14141	0.0	0.4970941404526683	0.0
Q8WYJ6	Q8WYJ6	0.0	0.0	0.0
Q8WYK2	P15336	0.2756608816453874	0.09544799609356626	0.14184118019951916
Q8WZ19	Q13829	0.006713039061897603	0.2334215944405331	0.23860991490813652
Q8WZ19	Q9H3F6	0.0	0.0429852146617962	0.07681032127904988
Q92529	P00533	0.08593511820217829	0.07073991157052596	0.06702958727611746
Q92529	P04629	0.10682008849059962	0.07368703791336927	0.09502537478864796
Q92529	Q16620	0.0730088356592591	0.10458814937145008	0.054310041731747735
Q92665	P82673	0.3454977437189966	0.499011515761775	0.5352529812019688
Q92731	Q15596	0.3428800806885711	0.38157082909311807	0.18544875959420773
Q92734	Q92734	0.0	0.0	0.0
Q92769	Q92769	0.0	0.0	0.0
Q92769	Q8N344	0.0	0.0	0.1518009053189469
Q92793	O43918	0.0	0.0	0.21407819980877127
Q92793	P16220	0.0	0.0	0.0
Q92793	P10242	0.14473591927412144	0.14473591927412144	0.0
Q92793	Q15788	0.0	0.0	0.056174740192543086
Q92793	P10243	0.10249287120922031	0.10249287120922031	0.10249287120922031
Q92793	Q15596	0.0	0.04401319850137397	0.056174740192543086
Q92800	Q15910	0.6972555394604185	0.5752158344236259	0.5776823003897803
Q92800	Q15022	0.7901663345429703	0.7701248558749314	0.781960260563923
Q92835	P29353	0.07305684063586741	0.06740661489375595	0.05353416563837652
Q92843	O43521	0.4642620280517736	0.49390553526271647	0.47883668002356783
Q92843	Q92934	0.22663325163328085	0.19158423504744915	0.1515228816828316
Q92900	Q9HAU5	0.14482018088069776	0.1540747790171445	0.6239395508846426
Q92905	Q13098	0.5789346762464197	0.4784605421308085	0.7097347589217569
Q92905	Q15843	0.16954345139223365	0.320178425887056	0.3038739711869535
Q92905	Q9UNS2	0.1514880701348294	0.14607894581398734	0.040119533684343116
Q92905	Q9UBW8	0.14607894581398734	0.0	0.17053685991981635
Q92905	Q9BT78	0.1461204697569233	0.11014357402705433	0.0034832846363869333
Q92905	Q9H9Q2	0.19467828969211007	0.5466773812064633	0.5466773812064633
Q92905	Q92905	0.0	0.0	0.0
Q92934	Q07817	0.17997275292849726	0.1515228816828316	0.6190757925721039
Q92934	P10415	0.608722354227266	0.19976402504666754	0.178669001745896
Q93009	Q96T88	0.3150539288226813	0.3169789019112109	0.3150539288226813
Q93034	Q15370	0.29861338032392665	0.04454087007497315	0.49718305451689676
Q93034	Q15369	0.4052265784492137	0.317291504378579	0.14867373348024845
Q93034	Q8WXK3	0.5764433753154711	0.5450507614743698	0.39701882056478505
Q93034	Q96S21	0.396282469409854	0.4847299146965383	0.47771944281752754
Q93034	Q13951	0.3834694467203969	0.2079228536761031	0.16788409364604678
Q93038	Q15628	0.29075702696383454	0.272422642636793	0.26914247501285377
Q93062	Q93062	0.025510204081632654	0.1776946404823265	0.1776946404823265
Q93062	O43251	0.057238488306602935	0.019580880510352207	0.16839519021382007
Q93088	Q93088	0.5640394088669951	0.0	0.05665024630541871
Q969G3	Q86U86	0.5635786500397441	0.0	0.5308534035195632
